DateTime;Quality status;Resolution code;Net regulation volume;System imbalance;Alpha;Marginal incremental price;Marginal decremental price;Strategic reserve price;Positive imbalance price;Negative imbalance price
2023-05-23T05:15:00+02:00;Not Validated;PT15M;-63.323;71.283;0.0;104.6;6.78;;6.78;6.78
2023-05-23T05:00:00+02:00;Not Validated;PT15M;91.794;-75.832;0.0;107.93;46.72;;107.93;107.93
2023-05-23T04:45:00+02:00;Not Validated;PT15M;25.363;-41.309;0.0;125.0;47.2;;125.0;125.0
2023-05-23T04:30:00+02:00;Not Validated;PT15M;20.855;-17.159;0.0;125.0;56.64;;125.0;125.0
2023-05-23T04:15:00+02:00;Not Validated;PT15M;-77.891;123.041;0.0;125.0;-22.1;;-22.1;-22.1
2023-05-23T04:00:00+02:00;Not Validated;PT15M;1.029;-11.006;0.0;109.6;51.74;;109.6;109.6
2023-05-23T03:45:00+02:00;Not Validated;PT15M;-39.677;33.936;0.0;109.6;53.71;;53.71;53.71
2023-05-23T03:30:00+02:00;Not Validated;PT15M;-75.459;69.545;0.0;109.6;46.85;;46.85;46.85
2023-05-23T03:15:00+02:00;Not Validated;PT15M;37.006;-44.052;0.0;109.6;62.37;;109.6;109.6
2023-05-23T03:00:00+02:00;Not Validated;PT15M;71.318;-88.803;0.0;108.35;57.74;;108.35;108.35
2023-05-23T02:45:00+02:00;Not Validated;PT15M;150.538;-192.312;1.69;107.79;57.74;;109.48;109.48
2023-05-23T02:30:00+02:00;Not Validated;PT15M;60.864;-88.12;0.0;107.6;57.74;;107.6;107.6
2023-05-23T02:15:00+02:00;Not Validated;PT15M;88.307;-92.707;0.0;111.11;57.74;;111.11;111.11
2023-05-23T02:00:00+02:00;Not Validated;PT15M;-22.74;-1.421;0.0;109.6;61.7;;109.6;109.6
2023-05-23T01:45:00+02:00;Not Validated;PT15M;-1.656;-3.464;0.0;109.6;53.97;;109.6;109.6
2023-05-23T01:30:00+02:00;Not Validated;PT15M;4.264;3.151;0.0;109.6;51.51;;51.51;51.51
2023-05-23T01:15:00+02:00;Not Validated;PT15M;-33.673;22.464;0.0;239.0;24.71;;24.71;24.71
2023-05-23T01:00:00+02:00;Not Validated;PT15M;192.584;-189.809;0.91;109.6;62.74;;110.51;110.51
2023-05-23T00:45:00+02:00;Not Validated;PT15M;-14.599;-9.03;0.0;249.0;6.96;;249.0;249.0
2023-05-23T00:30:00+02:00;Not Validated;PT15M;192.596;-226.795;4.7;249.0;-18.19;;253.7;253.7
2023-05-23T00:15:00+02:00;Not Validated;PT15M;208.036;-226.12;4.75;109.77;30.0;;114.52;114.52
2023-05-23T00:00:00+02:00;Not Validated;PT15M;67.515;-190.685;4.09;121.58;53.49;;125.67;125.67
2023-05-22T23:45:00+02:00;Not Validated;PT15M;-194.294;206.394;1.95;104.33;-45.94;;-47.89;-47.89
2023-05-22T23:30:00+02:00;Not Validated;PT15M;-126.517;126.919;0.0;104.33;-10.8;;-10.8;-10.8
2023-05-22T23:15:00+02:00;Not Validated;PT15M;-126.696;141.627;0.0;104.33;-31.96;;-31.96;-31.96
2023-05-22T23:00:00+02:00;Not Validated;PT15M;94.605;-129.141;0.0;110.64;20.89;;110.64;110.64
2023-05-22T22:45:00+02:00;Not Validated;PT15M;-139.575;184.918;0.65;104.73;-93.38;;-94.03;-94.03
2023-05-22T22:30:00+02:00;Not Validated;PT15M;-65.707;51.983;0.0;104.33;-65.0;;-65.0;-65.0
2023-05-22T22:15:00+02:00;Not Validated;PT15M;-97.824;82.721;0.0;109.33;-84.0;;-84.0;-84.0
2023-05-22T22:00:00+02:00;Not Validated;PT15M;-129.768;49.628;0.0;187.94;-84.0;;-84.0;-84.0
2023-05-22T21:45:00+02:00;Not Validated;PT15M;-174.809;187.946;4.03;126.0;-20.36;;-24.39;-24.39
2023-05-22T21:30:00+02:00;Not Validated;PT15M;-170.455;221.479;2.2;126.0;-86.87;;-89.07;-89.07
2023-05-22T21:15:00+02:00;Not Validated;PT15M;-124.307;168.607;1.01;126.0;-19.98;;-20.98;-20.98
2023-05-22T21:00:00+02:00;Not Validated;PT15M;-28.565;-58.018;0.0;174.0;-60.91;;174.0;174.0
2023-05-22T20:45:00+02:00;Not Validated;PT15M;148.01;-91.68;0.0;184.06;2.31;;184.06;184.06
2023-05-22T20:30:00+02:00;Not Validated;PT15M;319.109;-331.518;8.78;150.0;62.47;;158.78;158.78
2023-05-22T20:15:00+02:00;Not Validated;PT15M;158.124;-167.912;1.33;150.0;62.47;;151.33;151.33
2023-05-22T20:00:00+02:00;Not Validated;PT15M;68.384;-80.878;0.0;158.1;61.45;;158.1;158.1
2023-05-22T19:45:00+02:00;Not Validated;PT15M;-21.623;7.412;0.0;159.0;61.14;;61.14;61.14
2023-05-22T19:30:00+02:00;Not Validated;PT15M;-98.088;87.884;0.0;159.0;61.29;;61.29;61.29
2023-05-22T19:15:00+02:00;Not Validated;PT15M;-106.043;75.677;0.0;150.0;44.44;;44.44;44.44
2023-05-22T19:00:00+02:00;Not Validated;PT15M;24.729;22.575;0.0;175.44;10.15;;10.15;10.15
2023-05-22T18:45:00+02:00;Not Validated;PT15M;45.107;-167.221;2.64;173.28;60.5;;175.92;175.92
2023-05-22T18:30:00+02:00;Not Validated;PT15M;114.092;-171.759;1.66;171.65;62.47;;173.31;173.31
2023-05-22T18:15:00+02:00;Not Validated;PT15M;74.795;-106.441;0.0;165.24;62.47;;165.24;165.24
2023-05-22T18:00:00+02:00;Not Validated;PT15M;-74.413;48.321;0.0;145.02;44.25;;44.25;44.25
2023-05-22T17:45:00+02:00;Not Validated;PT15M;222.461;-292.647;11.58;202.52;62.47;;214.1;214.1
2023-05-22T17:30:00+02:00;Not Validated;PT15M;188.991;-246.498;3.56;192.38;62.47;;195.94;195.94
2023-05-22T17:15:00+02:00;Not Validated;PT15M;96.557;-132.156;0.0;176.34;54.74;;176.34;176.34
2023-05-22T17:00:00+02:00;Not Validated;PT15M;185.677;-224.446;11.07;176.34;61.55;;187.41;187.41
2023-05-22T16:45:00+02:00;Not Validated;PT15M;311.654;-306.751;46.69;176.02;60.32;;222.71;222.71
2023-05-22T16:30:00+02:00;Not Validated;PT15M;358.758;-438.697;66.5;189.04;62.47;;255.54;255.54
2023-05-22T16:15:00+02:00;Not Validated;PT15M;346.529;-370.696;38.66;176.02;62.48;;214.68;214.68
2023-05-22T16:00:00+02:00;Not Validated;PT15M;289.324;-343.571;19.63;117.79;-16.98;;137.42;137.42
2023-05-22T15:45:00+02:00;Not Validated;PT15M;112.406;-268.098;4.32;167.43;57.47;;171.75;171.75
2023-05-22T15:30:00+02:00;Not Validated;PT15M;-7.914;-136.252;0.0;177.22;49.46;;177.22;177.22
2023-05-22T15:15:00+02:00;Not Validated;PT15M;-84.245;78.892;0.0;158.99;34.81;;34.81;34.81
2023-05-22T15:00:00+02:00;Not Validated;PT15M;-223.475;222.255;1.74;150.0;57.48;;55.74;55.74
2023-05-22T14:45:00+02:00;Not Validated;PT15M;58.409;-62.443;0.0;176.02;57.48;;176.02;176.02
2023-05-22T14:30:00+02:00;Not Validated;PT15M;141.707;-149.939;0.0;199.0;57.43;;199.0;199.0
2023-05-22T14:15:00+02:00;Not Validated;PT15M;275.717;-291.193;13.61;176.02;57.43;;189.63;189.63
2023-05-22T14:00:00+02:00;Not Validated;PT15M;255.663;-268.622;5.6;176.02;57.21;;181.62;181.62
2023-05-22T13:45:00+02:00;Not Validated;PT15M;164.625;-170.293;2.53;118.96;8.3;;121.49;121.49
2023-05-22T13:30:00+02:00;Not Validated;PT15M;145.497;-163.001;1.39;109.17;11.36;;110.56;110.56
2023-05-22T13:15:00+02:00;Not Validated;PT15M;66.729;-91.952;0.0;109.17;58.43;;109.17;109.17
2023-05-22T13:00:00+02:00;Not Validated;PT15M;-161.953;116.979;0.0;109.17;11.14;;11.14;11.14
2023-05-22T12:45:00+02:00;Not Validated;PT15M;-144.034;152.23;0.76;200.5;16.99;;16.22;16.22
2023-05-22T12:30:00+02:00;Not Validated;PT15M;-25.795;-24.241;0.0;232.76;-208.92;;232.76;232.76
2023-05-22T12:15:00+02:00;Not Validated;PT15M;162.248;-61.247;0.0;232.76;-224.12;;232.76;232.76
2023-05-22T12:00:00+02:00;Not Validated;PT15M;569.264;-525.888;118.89;262.6;-235.61;;381.49;381.49
2023-05-22T11:45:00+02:00;Not Validated;PT15M;699.995;-615.901;0.0;620.54;-207.05;;620.54;620.54
2023-05-22T11:30:00+02:00;Not Validated;PT15M;886.774;-892.558;0.0;538.49;62.72;;538.49;538.49
2023-05-22T11:15:00+02:00;Not Validated;PT15M;693.17;-703.892;0.0;606.1;62.72;;606.1;606.1
2023-05-22T11:00:00+02:00;Not Validated;PT15M;721.253;-732.937;0.0;516.64;62.72;;516.64;516.64
2023-05-22T10:45:00+02:00;Not Validated;PT15M;611.282;-654.238;0.0;485.23;57.41;;485.23;485.23
2023-05-22T10:30:00+02:00;Not Validated;PT15M;596.012;-613.408;0.0;449.8;63.06;;449.8;449.8
2023-05-22T10:15:00+02:00;Not Validated;PT15M;601.883;-599.398;0.0;442.19;63.06;;442.19;442.19
2023-05-22T10:00:00+02:00;Not Validated;PT15M;457.932;-710.738;91.41;258.66;63.06;;350.07;350.07
2023-05-22T09:45:00+02:00;Not Validated;PT15M;256.482;-267.882;15.6;254.55;-108.39;;270.15;270.15
2023-05-22T09:30:00+02:00;Not Validated;PT15M;341.207;-356.611;23.53;208.19;63.06;;231.72;231.72
2023-05-22T09:15:00+02:00;Not Validated;PT15M;266.213;-287.613;6.53;239.0;63.06;;245.53;245.53
2023-05-22T09:00:00+02:00;Not Validated;PT15M;98.213;-201.153;0.97;141.41;23.86;;142.38;142.38
2023-05-22T08:45:00+02:00;Not Validated;PT15M;-12.28;6.192;0.0;185.76;62.03;;62.03;62.03
2023-05-22T08:30:00+02:00;Not Validated;PT15M;96.732;-112.293;0.0;185.76;63.06;;185.76;185.76
2023-05-22T08:15:00+02:00;Not Validated;PT15M;11.892;-71.953;0.0;124.4;62.94;;124.4;124.4
2023-05-22T08:00:00+02:00;Not Validated;PT15M;52.923;-69.61;0.0;249.0;61.9;;249.0;249.0
2023-05-22T07:45:00+02:00;Not Validated;PT15M;348.13;-356.517;55.42;208.19;63.03;;263.61;263.61
2023-05-22T07:30:00+02:00;Not Validated;PT15M;314.261;-426.393;25.77;221.21;63.06;;246.98;246.98
2023-05-22T07:15:00+02:00;Not Validated;PT15M;151.415;-242.054;2.43;181.86;63.06;;184.3;184.3
2023-05-22T07:00:00+02:00;Not Validated;PT15M;77.563;-86.377;0.0;180.0;61.72;;180.0;180.0
2023-05-22T06:45:00+02:00;Not Validated;PT15M;372.423;-465.602;46.38;208.19;63.06;;254.57;254.57
2023-05-22T06:30:00+02:00;Not Validated;PT15M;281.995;-285.82;10.82;221.21;35.52;;232.03;232.03
2023-05-22T06:15:00+02:00;Not Validated;PT15M;167.599;-257.608;3.74;208.19;63.06;;211.93;211.93
2023-05-22T06:00:00+02:00;Not Validated;PT15M;88.828;-133.094;0.0;184.77;63.06;;184.77;184.77
2023-05-22T05:45:00+02:00;Not Validated;PT15M;190.089;-226.907;1.56;110.97;63.06;;112.53;112.53
2023-05-22T05:30:00+02:00;Not Validated;PT15M;-69.354;42.752;0.0;109.93;62.41;;62.41;62.41
2023-05-22T05:15:00+02:00;Not Validated;PT15M;9.319;-12.973;0.0;208.19;58.06;;208.19;208.19
2023-05-22T05:00:00+02:00;Not Validated;PT15M;125.071;-130.93;0.0;109.8;-14.79;;109.8;109.8
2023-05-22T04:45:00+02:00;Not Validated;PT15M;-39.928;-23.456;0.0;109.64;58.06;;109.64;109.64
2023-05-22T04:30:00+02:00;Not Validated;PT15M;-9.029;-13.919;0.0;109.93;63.06;;109.93;109.93
2023-05-22T04:15:00+02:00;Not Validated;PT15M;12.156;-39.33;0.0;109.93;63.06;;109.93;109.93
2023-05-22T04:00:00+02:00;Not Validated;PT15M;-44.334;11.778;0.0;109.93;36.32;;36.32;36.32
2023-05-22T03:45:00+02:00;Not Validated;PT15M;33.472;-52.669;0.0;200.0;43.02;;200.0;200.0
2023-05-22T03:30:00+02:00;Not Validated;PT15M;175.765;-227.075;2.55;113.45;63.06;;116.01;116.01
2023-05-22T03:15:00+02:00;Not Validated;PT15M;73.769;-107.576;0.0;107.09;58.06;;107.09;107.09
2023-05-22T03:00:00+02:00;Not Validated;PT15M;-16.413;-12.792;0.0;106.61;39.83;;106.61;106.61
2023-05-22T02:45:00+02:00;Not Validated;PT15M;-26.507;8.204;0.0;105.36;53.59;;53.59;53.59
2023-05-22T02:30:00+02:00;Not Validated;PT15M;-0.322;-30.804;0.0;107.78;58.06;;107.78;107.78
2023-05-22T02:15:00+02:00;Not Validated;PT15M;14.466;-35.205;0.0;108.41;5.94;;108.41;108.41
2023-05-22T02:00:00+02:00;Not Validated;PT15M;22.268;-51.026;0.0;109.93;62.22;;109.93;109.93
2023-05-22T01:45:00+02:00;Not Validated;PT15M;-14.025;-1.419;0.0;109.93;47.08;;109.93;109.93
2023-05-22T01:30:00+02:00;Not Validated;PT15M;-9.316;-15.488;0.0;109.93;41.3;;109.93;109.93
2023-05-22T01:15:00+02:00;Not Validated;PT15M;-37.945;34.725;0.0;109.93;33.56;;33.56;33.56
2023-05-22T01:00:00+02:00;Not Validated;PT15M;69.311;-57.355;0.0;200.0;50.93;;200.0;200.0
2023-05-22T00:45:00+02:00;Not Validated;PT15M;105.665;-167.992;0.8;109.93;-3.79;;110.73;110.73
2023-05-22T00:30:00+02:00;Not Validated;PT15M;31.607;-14.306;0.0;208.19;-55.1;;208.19;208.19
2023-05-22T00:15:00+02:00;Not Validated;PT15M;199.601;-167.761;11.96;219.0;51.88;;230.96;230.96
2023-05-22T00:00:00+02:00;Not Validated;PT15M;215.748;-387.977;7.15;117.58;63.06;;124.73;124.73
2023-05-21T23:45:00+02:00;Not Validated;PT15M;79.551;-83.751;0.0;109.97;60.04;;109.97;109.97
2023-05-21T23:30:00+02:00;Not Validated;PT15M;-13.722;-1.302;0.0;109.97;63.06;;109.97;109.97
2023-05-21T23:15:00+02:00;Not Validated;PT15M;40.164;-70.127;0.0;109.97;-13.2;;109.97;109.97
2023-05-21T23:00:00+02:00;Not Validated;PT15M;17.741;-54.535;0.0;115.66;-11.7;;115.66;115.66
2023-05-21T22:45:00+02:00;Not Validated;PT15M;-42.414;26.161;0.0;109.97;-15.76;;-15.76;-15.76
2023-05-21T22:30:00+02:00;Not Validated;PT15M;88.054;-95.449;0.0;109.97;-12.57;;109.97;109.97
2023-05-21T22:15:00+02:00;Not Validated;PT15M;34.497;-52.31;0.0;109.97;-10.8;;109.97;109.97
2023-05-21T22:00:00+02:00;Not Validated;PT15M;-47.349;34.651;0.0;116.0;-10.8;;-10.8;-10.8
2023-05-21T21:45:00+02:00;Not Validated;PT15M;167.529;-200.701;1.44;219.1;-10.8;;220.54;220.54
2023-05-21T21:30:00+02:00;Not Validated;PT15M;49.591;-72.168;0.0;209.79;-10.8;;209.79;209.79
2023-05-21T21:15:00+02:00;Not Validated;PT15M;68.181;-71.454;0.0;210.49;-10.8;;210.49;210.49
2023-05-21T21:00:00+02:00;Not Validated;PT15M;-35.613;-32.903;0.0;171.8;-13.02;;171.8;171.8
2023-05-21T20:45:00+02:00;Not Validated;PT15M;275.911;-324.081;6.16;252.49;-10.8;;258.65;258.65
2023-05-21T20:30:00+02:00;Not Validated;PT15M;106.579;-168.522;2.57;132.59;-10.8;;135.15;135.15
2023-05-21T20:15:00+02:00;Not Validated;PT15M;122.786;-166.865;1.42;126.85;-10.8;;128.27;128.27
2023-05-21T20:00:00+02:00;Not Validated;PT15M;90.0;-91.322;0.0;140.97;-14.18;;140.97;140.97
2023-05-21T19:45:00+02:00;Not Validated;PT15M;143.999;-294.806;5.26;181.5;-10.8;;186.77;186.77
2023-05-21T19:30:00+02:00;Not Validated;PT15M;77.832;-135.727;0.0;163.65;-15.75;;163.65;163.65
2023-05-21T19:15:00+02:00;Not Validated;PT15M;-29.658;-49.58;0.0;120.78;-10.8;;120.78;120.78
2023-05-21T19:00:00+02:00;Not Validated;PT15M;-56.025;41.74;0.0;180.0;-15.59;;-15.59;-15.59
2023-05-21T18:45:00+02:00;Not Validated;PT15M;335.378;-415.573;18.22;193.02;-18.87;;211.24;211.24
2023-05-21T18:30:00+02:00;Not Validated;PT15M;52.809;-185.356;2.06;136.68;-10.66;;138.74;138.74
2023-05-21T18:15:00+02:00;Not Validated;PT15M;-138.453;121.033;0.0;109.97;-10.72;;-10.72;-10.72
2023-05-21T18:00:00+02:00;Not Validated;PT15M;-16.863;10.031;0.0;180.0;-18.61;;-18.61;-18.61
2023-05-21T17:45:00+02:00;Not Validated;PT15M;145.67;-204.024;1.52;149.88;-17.21;;151.4;151.4
2023-05-21T17:30:00+02:00;Not Validated;PT15M;14.688;-62.442;0.0;114.41;-14.33;;114.41;114.41
2023-05-21T17:15:00+02:00;Not Validated;PT15M;22.752;-59.117;0.0;109.97;-32.47;;109.97;109.97
2023-05-21T17:00:00+02:00;Not Validated;PT15M;86.043;-51.28;0.0;85.36;-19.16;;85.36;85.36
2023-05-21T16:45:00+02:00;Not Validated;PT15M;28.055;-26.53;0.0;106.41;-180.0;;106.41;106.41
2023-05-21T16:30:00+02:00;Not Validated;PT15M;-383.222;334.979;7.24;105.47;-175.0;;-182.24;-182.24
2023-05-21T16:15:00+02:00;Not Validated;PT15M;-517.953;448.262;0.0;95.62;-200.0;;-200.0;-200.0
2023-05-21T16:00:00+02:00;Not Validated;PT15M;-477.218;589.922;0.34;55.0;-199.09;;-199.43;-199.43
2023-05-21T15:45:00+02:00;Not Validated;PT15M;-226.381;242.251;1.74;58.69;-175.0;;-176.74;-176.74
2023-05-21T15:30:00+02:00;Not Validated;PT15M;-367.535;321.054;7.76;62.08;-175.0;;-182.76;-182.76
2023-05-21T15:15:00+02:00;Not Validated;PT15M;-459.092;475.279;76.61;60.0;-87.0;;-163.61;-163.61
2023-05-21T15:00:00+02:00;Not Validated;PT15M;-440.1;521.507;0.0;55.0;-211.46;;-211.46;-211.46
2023-05-21T14:45:00+02:00;Not Validated;PT15M;107.968;-66.802;0.0;60.0;-34.44;;60.0;60.0
2023-05-21T14:30:00+02:00;Not Validated;PT15M;-6.971;19.042;0.0;56.65;-16.92;;-16.92;-16.92
2023-05-21T14:15:00+02:00;Not Validated;PT15M;168.252;-106.401;0.0;180.0;-69.56;;180.0;180.0
2023-05-21T14:00:00+02:00;Not Validated;PT15M;248.305;-195.102;4.47;180.0;-17.59;;184.47;184.47
2023-05-21T13:45:00+02:00;Not Validated;PT15M;243.638;-213.844;5.16;180.0;-16.78;;185.16;185.16
2023-05-21T13:30:00+02:00;Not Validated;PT15M;218.281;-214.187;3.22;106.62;-15.34;;109.85;109.85
2023-05-21T13:15:00+02:00;Not Validated;PT15M;148.184;-151.255;0.83;104.97;-15.23;;105.8;105.8
2023-05-21T13:00:00+02:00;Not Validated;PT15M;15.284;-36.114;0.0;107.8;-84.0;;107.8;107.8
2023-05-21T12:45:00+02:00;Not Validated;PT15M;-256.08;276.282;7.13;109.97;-84.0;;-91.13;-91.13
2023-05-21T12:30:00+02:00;Not Validated;PT15M;-266.546;269.446;7.27;109.97;-84.0;;-91.27;-91.27
2023-05-21T12:15:00+02:00;Not Validated;PT15M;-315.111;278.845;1.29;104.97;-91.95;;-93.24;-93.24
2023-05-21T12:00:00+02:00;Not Validated;PT15M;-16.684;47.354;0.0;108.25;-20.64;;-20.64;-20.64
2023-05-21T11:45:00+02:00;Not Validated;PT15M;-114.204;148.551;0.0;106.87;-25.46;;-25.46;-25.46
2023-05-21T11:30:00+02:00;Not Validated;PT15M;43.511;-43.425;0.0;106.78;-18.72;;106.78;106.78
2023-05-21T11:15:00+02:00;Not Validated;PT15M;113.636;-92.112;0.0;104.93;-17.39;;104.93;104.93
2023-05-21T11:00:00+02:00;Not Validated;PT15M;254.738;-257.35;21.47;107.82;-50.0;;129.29;129.29
2023-05-21T10:45:00+02:00;Not Validated;PT15M;-361.491;367.276;18.86;109.97;-50.0;;-68.86;-68.86
2023-05-21T10:30:00+02:00;Not Validated;PT15M;-281.467;280.619;4.3;109.93;-79.92;;-84.22;-84.22
2023-05-21T10:15:00+02:00;Not Validated;PT15M;-141.652;191.306;0.65;109.93;-100.04;;-100.69;-100.69
2023-05-21T10:00:00+02:00;Not Validated;PT15M;51.74;-55.178;0.0;109.93;-13.34;;109.93;109.93
2023-05-21T09:45:00+02:00;Not Validated;PT15M;-319.196;274.38;7.72;109.93;-50.0;;-57.72;-57.72
2023-05-21T09:30:00+02:00;Not Validated;PT15M;-229.248;246.754;1.62;109.93;-105.4;;-107.03;-107.03
2023-05-21T09:15:00+02:00;Not Validated;PT15M;-138.309;127.061;0.0;109.93;-10.68;;-10.68;-10.68
2023-05-21T09:00:00+02:00;Not Validated;PT15M;9.682;-1.724;0.0;120.88;-10.72;;120.88;120.88
2023-05-21T08:45:00+02:00;Not Validated;PT15M;-139.747;106.276;0.0;111.24;-11.4;;-11.4;-11.4
2023-05-21T08:30:00+02:00;Not Validated;PT15M;30.635;-47.923;0.0;109.93;-10.96;;109.93;109.93
2023-05-21T08:15:00+02:00;Not Validated;PT15M;73.24;-91.089;0.0;109.93;-10.75;;109.93;109.93
2023-05-21T08:00:00+02:00;Not Validated;PT15M;49.817;-64.635;0.0;109.93;-12.46;;109.93;109.93
2023-05-21T07:45:00+02:00;Not Validated;PT15M;11.761;-36.502;0.0;109.93;-10.75;;109.93;109.93
2023-05-21T07:30:00+02:00;Not Validated;PT15M;135.926;-154.866;2.44;118.96;-10.75;;121.4;121.4
2023-05-21T07:15:00+02:00;Not Validated;PT15M;133.284;-173.933;5.49;122.17;-15.81;;127.66;127.66
2023-05-21T07:00:00+02:00;Not Validated;PT15M;201.955;-262.184;2.12;117.06;-10.78;;119.17;119.17
2023-05-21T06:45:00+02:00;Not Validated;PT15M;14.436;-47.876;0.0;109.93;-11.83;;109.93;109.93
2023-05-21T06:30:00+02:00;Not Validated;PT15M;47.479;-76.162;0.0;109.93;-13.22;;109.93;109.93
2023-05-21T06:15:00+02:00;Not Validated;PT15M;79.989;-108.404;0.0;109.93;-13.06;;109.93;109.93
2023-05-21T06:00:00+02:00;Not Validated;PT15M;46.366;-82.425;0.0;109.93;-11.34;;109.93;109.93
2023-05-21T05:45:00+02:00;Not Validated;PT15M;-12.566;-14.394;0.0;109.93;-10.79;;109.93;109.93
2023-05-21T05:30:00+02:00;Not Validated;PT15M;-79.494;55.337;0.0;109.93;-10.79;;-10.79;-10.79
2023-05-21T05:15:00+02:00;Not Validated;PT15M;27.2;-66.871;0.0;109.93;-10.79;;109.93;109.93
2023-05-21T05:00:00+02:00;Not Validated;PT15M;-26.996;-9.896;0.0;109.93;-10.79;;109.93;109.93
2023-05-21T04:45:00+02:00;Not Validated;PT15M;-49.861;21.529;0.0;109.93;-10.79;;-10.79;-10.79
2023-05-21T04:30:00+02:00;Not Validated;PT15M;-95.033;61.839;0.0;109.93;-10.82;;-10.82;-10.82
2023-05-21T04:15:00+02:00;Not Validated;PT15M;60.851;-86.838;0.0;109.93;-10.79;;109.93;109.93
2023-05-21T04:00:00+02:00;Not Validated;PT15M;-27.895;-3.376;0.0;109.93;-10.79;;109.93;109.93
2023-05-21T03:45:00+02:00;Not Validated;PT15M;56.956;-92.244;0.0;200.0;-15.95;;200.0;200.0
2023-05-21T03:30:00+02:00;Not Validated;PT15M;102.931;-129.751;0.0;200.0;-10.79;;200.0;200.0
2023-05-21T03:15:00+02:00;Not Validated;PT15M;163.371;-235.365;3.63;130.99;-10.79;;134.62;134.62
2023-05-21T03:00:00+02:00;Not Validated;PT15M;45.972;-145.866;0.0;110.28;-91.08;;110.28;110.28
2023-05-21T02:45:00+02:00;Not Validated;PT15M;-103.228;108.289;0.0;104.93;-57.76;;-57.76;-57.76
2023-05-21T02:30:00+02:00;Not Validated;PT15M;-41.859;30.122;0.0;104.93;-15.5;;-15.5;-15.5
2023-05-21T02:15:00+02:00;Not Validated;PT15M;-2.537;-22.363;0.0;150.0;-14.57;;150.0;150.0
2023-05-21T02:00:00+02:00;Not Validated;PT15M;-3.967;-26.916;0.0;150.0;-12.96;;150.0;150.0
2023-05-21T01:45:00+02:00;Not Validated;PT15M;-16.32;-2.785;0.0;109.93;-18.21;;109.93;109.93
2023-05-21T01:30:00+02:00;Not Validated;PT15M;28.568;-50.97;0.0;118.96;-12.98;;118.96;118.96
2023-05-21T01:15:00+02:00;Not Validated;PT15M;115.982;-134.528;0.0;109.93;-12.32;;109.93;109.93
2023-05-21T01:00:00+02:00;Not Validated;PT15M;-20.204;-9.291;0.0;109.93;-10.42;;109.93;109.93
2023-05-21T00:45:00+02:00;Not Validated;PT15M;24.693;-45.044;0.0;109.93;-12.66;;109.93;109.93
2023-05-21T00:30:00+02:00;Not Validated;PT15M;61.918;-77.054;0.0;106.86;-15.87;;106.86;106.86
2023-05-21T00:15:00+02:00;Not Validated;PT15M;2.829;-23.071;0.0;105.21;-15.8;;105.21;105.21
2023-05-21T00:00:00+02:00;Not Validated;PT15M;130.995;-158.312;3.84;118.96;-15.4;;122.8;122.8
2023-05-20T23:45:00+02:00;Not Validated;PT15M;233.807;-230.197;3.42;109.97;-15.39;;113.39;113.39
2023-05-20T23:30:00+02:00;Not Validated;PT15M;119.787;-143.308;0.0;109.97;-15.26;;109.97;109.97
2023-05-20T23:15:00+02:00;Not Validated;PT15M;39.198;-50.025;0.0;109.97;-12.48;;109.97;109.97
2023-05-20T23:00:00+02:00;Not Validated;PT15M;120.671;-246.761;1.69;166.51;-16.32;;168.2;168.2
2023-05-20T22:45:00+02:00;Not Validated;PT15M;27.457;-33.388;0.0;109.97;-14.56;;109.97;109.97
2023-05-20T22:30:00+02:00;Not Validated;PT15M;77.39;-83.428;0.0;237.0;-16.2;;237.0;237.0
2023-05-20T22:15:00+02:00;Not Validated;PT15M;138.76;-143.144;0.0;237.0;-13.4;;237.0;237.0
2023-05-20T22:00:00+02:00;Not Validated;PT15M;222.914;-313.089;7.22;151.75;-10.42;;158.96;158.96
2023-05-20T21:45:00+02:00;Not Validated;PT15M;134.512;-159.869;0.69;109.97;-13.78;;110.66;110.66
2023-05-20T21:30:00+02:00;Not Validated;PT15M;-17.524;-3.045;0.0;109.97;-15.96;;109.97;109.97
2023-05-20T21:15:00+02:00;Not Validated;PT15M;-37.56;30.006;0.0;109.97;-15.49;;-15.49;-15.49
2023-05-20T21:00:00+02:00;Not Validated;PT15M;84.856;-97.397;0.0;107.85;-15.22;;107.85;107.85
2023-05-20T20:45:00+02:00;Not Validated;PT15M;56.676;-81.662;0.0;107.73;-15.27;;107.73;107.73
2023-05-20T20:30:00+02:00;Not Validated;PT15M;-92.824;74.242;0.0;109.97;-15.56;;-15.56;-15.56
2023-05-20T20:15:00+02:00;Not Validated;PT15M;-92.682;63.885;0.0;109.97;-19.17;;-19.17;-19.17
2023-05-20T20:00:00+02:00;Not Validated;PT15M;-207.279;205.591;2.12;177.0;-56.87;;-59.0;-59.0
2023-05-20T19:45:00+02:00;Not Validated;PT15M;139.198;-148.965;0.0;200.0;-10.42;;200.0;200.0
2023-05-20T19:30:00+02:00;Not Validated;PT15M;110.595;-126.534;0.0;251.95;-16.24;;251.95;251.95
2023-05-20T19:15:00+02:00;Not Validated;PT15M;251.043;-264.152;5.44;249.0;-11.47;;254.44;254.44
2023-05-20T19:00:00+02:00;Not Validated;PT15M;194.835;-208.55;9.66;169.94;-13.46;;179.6;179.6
2023-05-20T18:45:00+02:00;Not Validated;PT15M;307.286;-303.88;5.95;135.34;-15.14;;141.3;141.3
